temp salt_bridges conf_entropy
300.0 0.0 121.54107199299149
311.264 0.0 124.02266233300907
322.952 0.0 126.58351878130843
335.078 0.0 130.08775742959537
347.66 0.0 133.0853027375115
360.714 0.0 134.41453973737524
374.258 0.0 135.6305493456442
388.311 0.0 138.72515436494265
402.891 0.0 140.4408162659234
418.019 0.0 144.1097117378578
433.715 0.0 145.26240286038038
450.0 0.0 146.20449648689296
