clust_id,norm_wt
0.0,0.025815706246320444
1.0,0.5899558977874044
2.0,1.7840378585371777e-05
3.0,0.0001757111201091005
4.0,0.1282626579858906
5.0,0.0016420149866014496
6.0,3.8019609357483014e-05
7.0,0.008329332610308703
8.0,2.8877416442432284e-05
9.0,0.0010793430357708888
10.0,0.000724093849567912
11.0,5.8854465072796504e-08
12.0,0.0009562317050540078
13.0,0.00016985009013020024
14.0,0.002643887729160097
15.0,0.006672642637005199
16.0,0.0013959470892285746
17.0,5.8806982418234016e-05
18.0,8.196454254771922e-05
19.0,0.00011031321544637179
20.0,0.01390228549857768
21.0,0.0014193864452553837
22.0,0.0049377005700997015
23.0,0.004008482159467898
24.0,0.00045930339231750085
25.0,0.005062539767559864
26.0,6.496144333123907e-05
27.0,0.01596088643598228
28.0,8.724108307487382e-05
29.0,0.020895380392443912
30.0,3.478225714980553e-05
31.0,0.00041166718653720756
32.0,0.02102764585455794
33.0,0.0014569159098691753
34.0,0.002916873887065205
35.0,0.005993213098236296
36.0,0.0014095015408217356
37.0,0.0005782981977570465
38.0,0.0006793931483713621
39.0,9.889186203166787e-06
40.0,0.0007895347778856016
41.0,0.0048031567470697405
42.0,0.005083630766321258
43.0,0.01342791256560095
44.0,0.005070967608408326
45.0,0.00848902668021567
46.0,2.0406104988381156e-05
47.0,6.920315672027881e-06
48.0,0.00018940187053864967
49.0,0.004640208018308824
50.0,0.004874874968191045
51.0,0.00021690001193534753
52.0,0.00025086909398959706
53.0,1.1289202314426839e-05
54.0,0.0015313108759413168
55.0,7.079240084232133e-05
56.0,0.0006975814662388082
57.0,0.0040358329911815045
58.0,8.991194345904491e-06
59.0,0.0009015727678466992
60.0,0.00401834385560584
61.0,1.5975314276150418e-05
62.0,7.755897825387544e-06
63.0,2.3082741978884865e-05
64.0,0.00021327209620564284
65.0,0.0001392109381578837
66.0,6.172196089673578e-05
67.0,0.0052416183912738345
68.0,3.262857174241083e-05
69.0,1.07531520975698e-05
70.0,8.35312355165743e-06
71.0,0.00011840496962294979
72.0,3.48200767443819e-05
73.0,0.0019680882475454796
74.0,0.005462580502962644
75.0,0.00039938599417153637
76.0,0.00014989896188908282
77.0,1.9434367932339976e-07
78.0,3.195945642565123e-05
79.0,0.0047942838281512905
80.0,9.333726758545984e-05
81.0,0.003335087345252523
82.0,0.0005220280134044871
83.0,0.0019463857994628806
84.0,0.00012269259791014634
85.0,0.0004615177763421304
86.0,0.0030583322638571275
87.0,4.2267572309813694e-07
88.0,1.1586734575917247e-06
89.0,0.0004041947819432962
90.0,8.617198056907852e-06
91.0,1.838448437736699e-06
92.0,0.0011002018155096933
93.0,3.301544126711499e-06
94.0,0.0024485678783074225
95.0,2.2627062322050493e-05
96.0,0.0002118872815437986
97.0,0.0028600951919650524
98.0,0.0018256728271478458
99.0,0.0038820009393204877
100.0,0.0004321657225517851
101.0,5.479911242105171e-06
102.0,6.464355513814731e-05
103.0,0.0016757241714710183
104.0,3.46340339973954e-05
105.0,5.0776652348369344e-05
106.0,0.0011634448579045202
107.0,0.0018097360678572085
108.0,0.0002955346910830441
109.0,0.00305110942175809
110.0,0.002634154515897446
111.0,0.0016428735524616049
112.0,0.0026976457209235273
113.0,0.0008573364980087644
114.0,0.00034544654224347697
115.0,0.0024426413218605336
116.0,0.00010550237492403907
117.0,0.00030524803285829377
118.0,1.1233783647380077e-06
119.0,0.00011557199764218013
120.0,3.470877870860224e-06
121.0,0.00016911270299075222
122.0,0.0007251689909025338
123.0,0.000743181631008882
124.0,0.00015405198593530797
125.0,3.495383305918536e-05
126.0,3.332564267421406e-05
127.0,3.552820513965617e-07
128.0,9.894027640239289e-05
129.0,2.1060955580989057e-05
130.0,9.524367258157912e-06
131.0,6.280077074139777e-05
132.0,0.0003860797746944864
133.0,0.0010948412901898887
134.0,0.00014768406022346392
135.0,0.001309947757610032
136.0,0.0006328674478694653
137.0,8.167308151157024e-05
138.0,0.00013910935138327228
139.0,2.375861817289649e-06
140.0,0.00013940174623224555
141.0,0.00012941875305157773
142.0,0.0003970692545017913
143.0,0.0021264301814219047
144.0,0.0002523623311771672
145.0,3.0382594743276432e-05
146.0,0.0001041966832146251
147.0,0.0016003939325356297
